CY_Qtr,STATE,Facility_Count,Census,Total_Nurse_HPRD,Nurse_Care_HPRD,Total_RN_HPRD,Direct_Care_RN_HPRD,Contract_Percentage,State_Census
2024Q3,CO,209,71.22425629290618,3.5582029207740056,3.3103727710843374,0.756385118656444,0.5648807594012413,8.520599260543733,14885.869565217392
2024Q4,CO,209,71.05809236530061,3.6701690837697303,3.433656065080638,0.7844966826587038,0.5943629350694024,8.275009609646776,14851.141304347826
2025Q1,CO,210,71.7915343915344,3.6435284922541755,3.3989592220273277,0.7906682782306208,0.5966446575180933,7.459550907999833,15076.222222222223
2025Q2,CO,206,73.22020697748852,3.5990767354468134,3.350913108541105,0.7864392540795256,0.5885700203848794,6.914102076299207,15083.362637362636
2025Q3,CO,208,73.47219899665552,3.6009205143232688,3.3652635131482738,0.767488769271475,0.5818183395876424,5.999771535892127,15282.217391304348
2025Q4,CO,201,74.2118754055808,3.536506252887434,3.3134501350262253,0.7539058867936628,0.5811522189334022,5.578723677571336,14916.58695652174
2017Q1,CT,189,102.91640211640214,3.7886388386206393,3.5082121468655463,0.7071724280935537,0.45371378401104073,1.423383760657454,19451.200000000004
2017Q2,CT,191,103.19061043668374,3.7820235219864893,3.4930682064011385,0.6957797860786059,0.43579751064365985,0.873691618317156,19709.406593406595
2017Q3,CT,197,103.86939969101742,3.7839677742016193,3.5121473772781187,0.6806471347851746,0.43507869998284227,0.8833513941341175,20462.271739130432
2017Q4,CT,188,102.00925069380204,3.7637484526897134,3.489932099717063,0.6914083074125797,0.4482320421321823,0.5883818432160333,19177.739130434784
2018Q1,CT,203,104.65593869731799,3.732560003221649,3.4512413862715894,0.6901964892388539,0.437277910153635,0.5990997251253687,21245.155555555553
2018Q2,CT,181,106.97073644587455,3.7509821756441144,3.4691961871032375,0.6796565101040629,0.4251218134813541,0.6851780087921767,19361.703296703294
2018Q3,CT,210,103.77324016563146,3.6691997402362917,3.409714918307605,0.6467361897033217,0.4147358046465184,0.7995424496371745,21792.380434782608
2018Q4,CT,211,102.88069235524416,3.688521025276398,3.416476255808364,0.6646082108235859,0.4232331357154302,0.8295213602094385,21707.82608695652
2019Q1,CT,211,103.44049499736703,3.65472720793551,3.381097287377153,0.6638413712528668,0.4220297505262595,0.8030685068745241,21825.94444444444
