Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
PRESBYTERIAN SENIOR LIVING,415,11,3,0,0,2,18.2,0,100,0,3.5,3.1,4,3.5,3.9,3.6,0.9,38.5,35.2,0.9,10,0.9,332638,30239.8,0,0,25.9,11.4,0.8,2.3,58.8,59.1,68.8,1.3,1.3,15.5,3.3,3.4,1.2,0.3,25.9,20.9,90.7,86.4,0,29.4,5.2,2.7,20.1,11.4
ELDERWOOD,196,17,3,0,0,2,11.8,100,0,0,2.5,2.6,2.1,3.2,3.1,2.7,0.7,61.6,54.6,0.6,12,0.7,718358,42256.4,1,0.1,20.1,13.4,0.9,4.6,58.2,74,76.8,1.3,1.4,15.6,6.1,9,1.2,0.5,20.3,20.5,94.6,91.5,0.1,27.5,6,7.8,15.9,11.2
SERRANO GROUP,659,11,1,0,2,4,36.4,100,0,0,2,1.5,3.3,4.3,4.2,3.8,0.5,42.7,47.7,0.5,19,1.7,796350,72395.5,14,1.3,21.7,8.7,0.9,1,55.3,90.7,91.2,2.9,1.3,7.8,0.7,4.4,1.3,0.3,8.8,9.9,96.9,98.5,0.1,14.1,4.7,11.3,12.7,10.9
"MEDICALODGES, INC.",344,19,3,0,0,4,21.1,100,0,0,2.7,2.4,3.7,2.9,4,3.5,0.6,53.7,52.6,0.2,24,1.3,607734,31986,1,0.1,26.1,15.6,2.5,2,61.6,76.8,77.5,1.7,2.5,20.5,4.8,4.2,4.4,0.7,15.9,16.9,96,90.9,0,25.6,4.7,3.7,26.9,10.7
ATRIUM HEALTH,55,6,1,0,0,0,0,16.7,83.3,0,3,3.2,1.8,3.8,3.3,2.9,0.6,44.7,49.6,0,3,0.5,21991,3665.2,0,0,22.3,10.5,0.9,2.5,48.2,90.6,89.6,1.9,1.6,7.3,2,7.9,3.2,0.6,23.1,20.2,96.5,77.2,0.2,27.5,5.1,1.9,19,10.2
NEXION HEALTH,370,53,3,1,1,6,11.3,92.5,0,7.5,2.3,2.4,2.8,2.7,3.6,3.2,0.4,43.1,43.9,0.5,75,1.4,2613097,49303.7,9,0.2,27.8,12.7,1.7,2.1,42.2,77.8,77.7,2.3,2.5,15.2,3,4,0.5,0.9,21.1,20.8,96,95,0.2,14.8,4.3,0.6,20.3,11.4
PRESBYTERIAN MANORS OF MID-AMERICA,413,14,2,0,0,0,0,0,100,0,3.9,3.6,4.4,3.3,4.5,4.1,0.9,52.4,48.8,0.3,12,0.9,166319,11879.9,4,0.3,21.6,15,1.3,3,59.8,73.6,82,1.6,1.8,9.1,5.2,3.9,3.4,1.6,21.1,23,95.9,96.5,0,29.4,6.1,2,18.5,10.3
"TRINITY MANAGEMENT, INC.",527,5,1,0,0,0,0,100,0,0,4,3.4,4.6,3.2,3.9,3.5,0.7,35.2,35.9,0.3,0,0,0,0,0,0,30.2,14.3,2.4,0,48,88,89.4,2,1.9,19.4,3,2.5,1.1,0.5,11.6,8.7,99.5,99.3,0.1,9.2,3.5,0.2,34.9,11.4
"EPISCOPAL RETIREMENT HOMES, INC.",711,3,2,0,0,0,0,0,100,0,4.7,3.7,5,4.3,5.2,4.9,1,26.3,23.3,1,1,0.3,10364,3454.7,0,0,25.4,13.8,0,0.9,47.6,88.9,91.9,1.1,0.6,20.1,8,2.2,0.5,0.1,15.3,22.5,99.4,97.5,0,20.4,6.4,11.1,20.4,10.9
EXCELSIOR CARE GROUP,217,33,3,0,0,2,6.1,100,0,0,2.5,2.3,2.3,4.2,3.3,3.1,0.6,41.3,50.7,1.1,67,2,1208680,36626.7,0,0,24.6,8.3,1.8,2.1,60.1,88.7,87.3,1.9,1,12.1,2.1,5.8,0.3,0.2,7.8,7.4,98.1,95.9,0,7.1,6.7,23.2,14.6,10.9
BUCKNER RETIREMENT SERVICES,706,5,1,0,0,0,0,0,100,0,4.4,3.4,4.4,4.4,5.1,4.7,0.8,42.7,47.5,0.8,4,0.8,89526,17905.2,0,0,21.2,9.5,0.8,2.1,73.9,98.1,99.3,2,1.2,7,3.2,6.8,2.5,0.3,17.4,7.4,100,100,0,11.3,0.8,0.3,18.5,11.5
EBENEZER SENIOR LIVING,784,6,1,0,0,0,0,16.7,83.3,0,3.7,3.2,4.2,3,5.2,4.7,2,35,39.3,1.2,4,0.7,51985,8664.2,0,0,25.7,13.5,1.6,2.3,50.6,71.7,85.9,1.2,1.1,21.2,4,7,2.5,0.5,23.8,19.5,97,98,0,26.1,3.2,6.8,10.2,9.8
MAJOR HOSPITAL,332,6,1,1,1,0,0,33.3,50,16.7,2.6,2.8,2.8,3.4,3.5,3.2,0.6,48.1,33.9,0,4,0.7,113449,18908.2,2,0.3,22.3,10.8,1.7,3.2,62.4,91.7,81.8,2.3,1.6,20.2,4.1,2.3,3.5,3,21.3,20,97.3,97,0,22.5,4.7,4.3,30.2,11
LIFESPARK,316,4,2,0,0,0,0,25,75,0,1.5,1.3,3.3,3.8,3.5,3.2,0.7,48.8,33.1,0.5,11,2.8,437417,109354.3,0,0,22.2,13.8,1.5,4,65.2,80.1,93.8,2.1,1.4,18.7,4,3.7,0.8,1.1,17.5,15.3,97.6,98.1,0,23.3,6.3,3.2,11.5,9.9
CARROLTON NURSING HOMES,749,6,1,0,0,1,16.7,100,0,0,2.2,2.3,2,2.2,3.3,2.9,0.3,42.1,45.1,0.2,4,0.7,100101,16683.5,1,0.2,21,14.7,2.4,4.9,43.7,40.1,37.2,1.9,2.3,15.5,2.3,8.9,2.3,1.1,20.7,11.9,80.3,71.6,0,18.7,7.3,1.5,25.3,10.7
LEGACY HEALTHCARE,306,89,3,1,3,7,7.9,100,0,0,3,2.9,2.5,3.3,3.4,3.2,0.7,45.5,42.1,0.3,110,1.2,3703514,41612.5,21,0.2,24.4,13.9,2.1,1.6,53.1,63.9,75.2,1.7,1.9,21.3,3,5.1,1.6,0.9,12.3,12.1,93.6,91.6,0.1,23.2,6.1,46.9,16.1,10.5
ASPIRE SENIOR LIVING,51,16,1,0,0,1,6.3,93.8,6.3,0,1.9,2.6,1.5,2.5,3.1,2.7,0.4,58.9,62.2,1.1,9,0.6,275032,17189.5,4,0.3,22.6,16,2.5,2.6,61.2,64,69.3,2.4,2.3,19,3.4,4,4.1,1,23.8,20,92.2,85.5,0,20.5,3.1,6.7,32,11.5
TRIO HEALTHCARE,528,9,1,0,0,0,0,100,0,0,1.6,1.7,1.7,2.8,3.4,3.1,0.5,54.1,61.3,0.8,8,0.9,316672,35185.8,0,0,25,11.7,2.4,2.3,46.7,75.2,70.8,1.6,2.1,13.3,3,4.4,0.9,0.6,23.7,28.8,97.4,94.7,0.1,26.9,6.2,18.9,22.5,10.8
ASCENT HEALTHCARE MANAGEMENT,799,6,1,0,0,0,0,100,0,0,2.3,2.7,2,2.8,3.2,2.9,0.4,61.4,58.7,0.8,7,1.2,232066,38677.7,0,0,22.9,8.4,1.8,6.6,42.5,67.1,59.6,1.5,1.5,18.9,3.9,6.7,3.2,0.5,9,8.9,87.3,87.1,0,23.1,9.8,2.9,32.6,10.8
THE ENSIGN GROUP,507,347,17,1,8,33,9.5,91.9,0.6,7.2,3.2,2.9,2.7,4.4,3.7,3.2,0.6,45,39.8,0.3,304,0.9,7179329,20749.5,25,0.1,22.2,10.9,1.1,1.5,65.4,88,90.8,1.8,1.4,10,2.2,3.8,0.9,0.5,14.2,12.4,95.9,96.5,0.1,19.6,4.4,10.2,18.1,10.6
CARMELITE SISTERS FOR THE AGED & INFIRM,802,9,8,0,1,2,22.2,11.1,88.9,0,2.8,2.1,3.8,3.9,4,3.6,0.7,45.1,35.9,1,8,0.9,430414,47823.8,2,0.2,24.6,12.4,1.4,1.6,47.3,92.2,88.9,1.7,1.1,13.8,2.8,3.4,1.1,0.3,13.7,11.9,98.9,98.3,0,21.9,5.4,13.6,15.3,10
PHILOSOPHY CARE CENTERS,400,3,2,0,0,1,33.3,100,0,0,3,2.7,2.7,4,3.5,3.1,0.5,33.4,28.1,0.3,2,0.7,158890,52963.3,0,0,26.7,7.2,2.4,1.8,64,55.1,57.8,2.1,1.4,14.7,1.9,6.6,0.9,0.2,5.8,8.6,94.6,87.3,0.2,8.1,5,8.1,27.2,10.4
KENDAL,653,7,4,0,0,0,0,14.3,85.7,0,4.6,3.9,4.7,3.8,5,4.4,1.4,29.8,23.8,0.6,2,0.3,22768,3252.6,0,0,18.6,8.2,2.2,2.5,56.6,90.8,90,1.3,1.5,11.9,6,3.9,1.3,2.7,18.3,25.3,99.8,96.7,0,21.9,2.6,0.8,14.4,10
MORDECHAI WEISZ,712,7,3,0,1,0,0,100,0,0,2.4,2,1.7,4.4,3.2,2.9,0.5,56.6,56.7,0.3,9,1.3,270488,38641.1,0,0,20.4,11.1,0.9,3.1,56.5,61,52.1,1.7,1.1,19.3,2.9,3.5,0.6,0.3,8.9,5.5,93.5,77.6,0,28.7,8.5,29,22.4,11.3
NORTH MISSISSIPPI HEALTH SERVICES,376,2,2,0,0,0,0,0,100,0,2.5,2,4,4,4.1,3.5,1.1,33.4,25,0.5,1,0.5,13520,6760,0,0,29.9,10.7,0,5.8,72.5,62.7,71.4,1.2,1.3,23.5,1.7,5.6,0.7,1,18.1,16,94.6,73,0,19.9,10.3,0.7,30.6,10.6
AVINA HEALTHCARE,819,9,1,0,0,1,11.1,100,0,0,2.2,2.2,1.9,3.3,3.4,2.9,0.5,45.9,44.9,0,9,1,297935,33103.9,3,0.3,22.1,20.9,0.3,2.6,48.6,74.5,86.2,1.7,2.5,13.6,3,6.6,1.8,0.4,11.8,8.2,94.2,93.1,0,20.9,5.5,7,18.9,10.1
VERITAS MANAGEMENT GROUP,545,15,5,0,0,0,0,100,0,0,4.1,3.7,3.2,4.8,4.7,4.1,1,51.3,52.6,0.2,4,0.3,60724,4048.3,0,0,20.9,9.5,0.4,0.4,64,92.1,96.8,1.3,0.4,26,1,11.3,3.6,6.6,8.8,13.8,,96.7,0,25.9,8.7,28.1,11.6,9.4
TRAYLOR PORTER HEALTHCARE,782,5,1,0,0,0,0,100,0,0,3,2,4.4,3.8,4.3,3.6,0.7,46.8,21.2,0.2,0,0,0,0,0,0,20.4,9.3,0.9,1.6,53.2,90.7,89,1.8,1.1,14.9,3.7,3.2,4,1,12.6,15.9,99.2,98.4,0.1,20.2,6.8,0.7,22.8,9.9
RECOVER-CARE HEALTHCARE,438,27,3,0,1,1,3.7,96.3,3.7,0,2.4,2.4,2.4,3.1,3.6,3.2,0.6,54.7,50.4,0.3,57,2.1,838372,31050.8,2,0.1,21.5,11.8,2.6,3.2,48.2,63.9,68.5,1.9,1.9,17.6,2.9,4.3,1.6,1.8,16.9,17.2,92.7,88.3,0.1,22.7,5.5,7,25.2,10.5
GREEN TREE HEALTH MANAGEMENT,853,7,4,0,0,2,28.6,85.7,14.3,0,2.9,2.6,2.1,4.1,3.6,3.2,0.5,48.1,38.9,0.6,7,1,151215,21602.1,1,0.1,20.8,12.4,0.9,1.9,64.5,80.6,86.2,1.4,1.4,12.7,3.3,4.6,1,0.6,17.2,20.3,96.2,95.5,0,27.8,4.6,20.2,18.5,11
PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,418,15,3,0,0,1,6.7,100,0,0,3.2,3,2.9,4.1,3.7,3.4,0.7,43.5,41.5,0.3,18,1.2,946621,63108.1,4,0.3,23.4,9.1,0.9,1.8,65.1,72.4,65.9,1.8,1.1,18.5,2.2,3.4,0.9,0.4,8.3,8.7,97,80.6,0,24.9,4.3,30.5,20.3,11.1
SMP HEALTH,476,5,1,0,0,1,20,0,100,0,4.2,3.8,5,2.2,4.8,4.2,0.8,34.7,23,0,3,0.6,22992,4598.4,0,0,20.7,12.8,1.6,2.2,47.8,95.9,92.8,1.6,1.8,27.9,5.3,3.8,2.6,0.9,17.6,19.3,100,99.7,0,26.2,4.3,2.2,19.6,9.3
CENTURY CARE MANAGEMENT,131,7,1,0,0,0,0,100,0,0,4.1,4.3,2.9,3.4,4,3.4,0.4,40.1,39.5,0.4,2,0.3,32764,4680.6,0,0,22.9,12.2,1.1,2.1,57.6,88.5,97.3,1.7,1.8,16.1,2.5,6.7,0.8,0.7,25.7,18.9,99,97.5,0,18,8.4,5,15.7,11.9
WHITE OAK MANAGEMENT,564,11,2,0,0,1,9.1,100,0,0,2.8,2.5,3.6,3.8,3.9,3.5,0.5,42.8,39.4,0.2,11,1,312665,28424.1,1,0.1,19.1,10.8,1.5,2.9,50.3,84,90.7,1.6,1.2,14,4.4,5,1.8,0.7,15.3,16.4,92.2,94.9,0.1,17,5.6,1,19.7,9.9
MARINER HEALTH CARE,334,17,1,0,0,1,5.9,100,0,0,3.6,2.9,4.2,4.4,4.3,4,0.7,37.9,37.9,0.4,30,1.8,313840,18461.2,3,0.2,21.7,10.2,0.7,1.6,57,98.9,99.5,2.1,1.5,11.3,2.4,6.2,0.3,0.2,7.4,8.9,99.8,99.9,0.4,6.5,4.6,1.4,11.2,11.2
YAD HEALTHCARE,640,13,3,1,0,3,23.1,100,0,0,1.7,2.2,1.3,2.8,3.2,2.8,0.4,63.7,61.3,1,21,1.6,719126,55317.4,3,0.2,24.2,16.2,2.2,6,64.3,66.6,61.7,1.9,2.6,16.2,3.2,6.4,1.2,0.5,20.4,13.6,94.4,86.7,0,25.3,9.4,11.2,18.4,11.3
NORTH COUNTRY ASSOCIATES,375,9,1,0,0,0,0,77.8,22.2,0,2.6,2.4,4.3,2.4,4.5,4,0.9,48.6,42.6,0.3,2,0.2,23179,2575.4,0,0,24.7,18.6,2,3.6,58.5,70.9,70.3,1.8,3.2,19.8,3.8,3.9,1,0.5,29.4,29.9,96.1,90,0.1,28.4,3,8.6,18.7,10.3
CALDERA CARE,97,7,1,0,0,0,0,100,0,0,2.7,2.4,3.1,4.1,3.9,3.4,0.6,52.3,50.9,1.8,7,1,360734,51533.4,0,0,17.2,15.8,1.6,2.5,62.6,76.1,80.7,0.8,1.4,20.1,2.3,7.4,1.7,1.5,11.9,10.6,95.6,92.8,0,23.4,7.2,6.4,11.9,9.6
FRIENDS SERVICES FOR THE AGING,869,6,1,0,0,0,0,0,100,0,4.7,4.3,4.8,4,5,4.5,1.1,32.8,23.8,0.2,2,0.3,15461,2576.8,0,0,19.8,8.5,0.5,3.2,58.5,84.9,85.5,1.2,0.5,14.2,3.5,2.8,2.7,1.1,25.1,28.7,95.8,95.3,0,28.6,4.5,2,16.8,9.7
MILLER'S MERRY MANOR,352,14,1,0,0,1,7.1,100,0,0,3.5,3.4,3.3,3.7,3.8,3.3,0.8,49,35.5,0.5,1,0.1,10255,732.5,0,0,23.5,13.3,0.8,5.3,47.8,95.3,97.6,1.5,1.3,8.5,4.2,4.6,3.2,0.4,16.6,13.2,99,99.8,0.1,12.8,6.7,10,14.9,10.7
HERITAGE MINISTRIES,266,4,2,0,0,0,0,0,75,0,2.3,2.7,2,3,3.1,2.7,0.5,42.6,39.1,1,5,1.7,28242,9414,0,0,22.2,13.1,1.3,4.2,53.3,63.1,57.5,1.1,1.3,18,4.1,4,2.4,2.1,17.5,18.5,94.9,80.2,0,17,6,1.6,10.4,10.1
KINDRED HEALTHCARE,300,4,4,0,0,0,0,100,0,0,3,2.5,3.3,4.3,6.4,5.8,1.9,31.5,21.2,0,1,0.3,64799,16199.8,0,0,13,7.1,1.9,2.8,44.4,93.5,94,0.9,0.7,12.3,0.6,22.3,4.5,3.4,11.4,15.8,97.9,98.7,0,1.6,6.7,1.4,45.4,12.2
JAG HEALTHCARE,289,9,1,0,0,0,0,100,0,0,3.2,2.9,2.4,4.6,3.4,3,0.5,39.9,42.7,0.1,1,0.1,130240,14471.1,1,0.1,30,15.9,2.5,6.1,60.6,78.1,85.3,1.7,1.8,18.3,2.6,1.3,0.6,0.1,6.3,5.7,98.1,94.9,0.2,11.9,7,55.1,42.9,10
REHABILITATION ASSOCIATES,445,6,1,0,0,0,0,100,0,0,3.7,3,4.8,3.8,4.3,4,0.8,36,42.6,0,1,0.2,40641,6773.5,1,0.2,22.8,7.8,0.9,2.9,52.1,70.5,63.3,1.8,1.3,21.2,3.2,4.9,2.7,1.2,14.4,18.1,96.2,93.4,0,12.1,5.3,0.7,14.3,11.8
BENEDICTINE HEALTH SYSTEM,75,23,4,0,0,3,13,4.3,95.7,0,2.9,2.7,4,2.9,3.9,3.4,0.9,49.7,40.8,0.5,25,1.1,791986,34434.2,5,0.2,25.2,15.5,1.6,3.4,56.4,90.8,91.2,1.6,2,19.4,4.7,5.7,2.7,1,23,20.5,96.2,97.4,0,24.8,3.1,3.4,16.2,10.2
BRICKYARD HEALTHCARE,90,23,1,0,0,3,13,95.7,4.3,0,2.7,2.4,2.4,4,3.5,3,0.7,47.7,37.4,1,9,0.4,149513,6500.6,0,0,27.5,10.9,1.1,1.4,50.4,67.1,69.7,1.6,1.5,15.6,3.1,3.5,0.2,0.2,8.9,7.6,91.4,88.3,0,26.1,4.4,25,27.7,10.6
HELIA HEALTHCARE,263,13,2,0,0,4,30.8,100,0,0,2.3,2.7,1.3,2.7,2.9,2.7,0.4,50.4,44.1,0.4,34,2.6,1638923,126071,11,0.8,26.7,17.5,2.8,1.2,48.3,76,71.7,2.1,3.2,16.4,3.4,5,0.6,0.8,17.9,17,97.6,95.2,0.3,16.5,5,33.3,25.3,11.2
BEACON HEALTH MANAGEMENT,69,11,2,0,2,1,9.1,100,0,0,1.5,1.8,1.6,2.1,2.9,2.7,0.3,46.6,60.8,0.9,4,0.4,36617,3328.8,2,0.2,23.3,12.3,2.5,3.7,48.4,72.2,79.3,1.7,2.4,33.6,4,6.1,2,0.8,18.4,21.6,95.4,88.6,0.1,18.8,3.2,11.3,24.9,10.5
MIDWEST HEALTH,350,11,2,0,0,0,0,100,0,0,3.9,3.4,4.1,3.5,4,3.5,0.8,48.3,29,0.2,4,0.4,60403,5491.2,0,0,25.7,15.1,1.5,4,44.6,78.9,80,1.8,1.9,14.2,2.8,4.3,1.8,0.7,10.6,13.2,94.2,90.1,0,20.9,3,1.7,21.5,11.7
ERICKSON SENIOR LIVING,756,17,10,0,0,1,5.9,23.5,76.5,0,4.2,3.6,4.8,4.1,4.9,4.4,1.3,35.1,32.8,1.1,24,1.4,504302,29664.8,1,0.1,23.6,8.2,1.3,2.4,53.5,92.3,79.5,1.6,0.8,14.3,3.6,6,3.1,1,23.5,17.5,96.7,92.2,0,18.7,4,1,18.1,10.7
ABSOLUT CARE,6,5,1,0,0,0,0,100,0,0,3.2,3.4,2.6,4,3.5,2.9,0.4,47.4,42.1,0.6,1,0.2,8281,1656.2,0,0,22,6.1,1,2.5,57.3,79,79.2,1.3,1,20.3,3.3,4.5,0.5,0.5,9.2,10.7,92.8,97.1,0,13.4,6.9,3.7,20.6,11
WESTERN HOME COMMUNITIES,887,6,1,0,0,0,0,16.7,83.3,0,3.7,3.3,4.3,3.3,4.1,3.8,0.8,46.2,47.4,0,3,0.5,70962,11827,1,0.2,21,14.3,0.9,3,47.1,76.1,61.9,1.3,1.8,21.6,2.7,3.6,0.3,2.5,17.3,25.8,93.5,81.7,0.2,28.7,4,3.3,15.2,10.8
THE SHERMAN FAMILY,781,7,2,0,1,2,28.6,100,0,0,2.4,2.1,2.1,4.3,3.2,2.8,0.4,45.8,48.2,0.1,6,0.9,313364,44766.3,0,0,21.6,9.5,1.3,2.1,69.2,82.2,82.5,2.1,1.1,8.8,1.9,5.7,1,0.4,11.9,11,94.5,96.5,0,13.6,5.6,17.6,10,10.7
JONATHAN BLEIER,765,18,4,0,1,5,27.8,100,0,0,2.4,2.2,3.2,3.9,3.5,3.1,0.5,45.7,34,0.4,11,0.6,556900,30938.9,0,0,22.8,8.2,1.5,1.5,57.1,82.4,79.4,1.6,1.3,15.8,3,3.7,0.7,0.3,12.8,15.2,98.4,94.7,0,17,5.3,3.2,17.5,10.7
ADVANCED HEALTH CARE,11,26,11,0,0,1,3.8,100,0,0,4.8,4.3,4.1,4.8,5.5,4.5,1.6,46.4,43,0.7,28,1.1,262080,10080,1,0,20.6,9.5,0.2,1.5,61.5,91.2,96.4,,,,,,,,,,,,,,,,,10.3
AVANTE CENTERS,59,11,1,0,0,0,0,100,0,0,2.6,2.3,2.7,4.1,3.6,3.3,0.5,46.4,53.7,1.2,5,0.5,116227,10566.1,1,0.1,25.4,10.4,1.1,2.3,49.5,94.3,91.6,2.1,1.3,4.5,2.1,5.6,0.1,0.1,5.4,5.2,100,99.2,0,9.4,6,4.9,8.2,10.3
SUMMIT HEALTHCARE CONSULTING,796,9,1,0,0,3,33.3,100,0,0,2.7,3.2,1.3,2.9,3.1,2.7,0.4,44,51.9,0.8,9,1,410501,45611.2,1,0.1,24.2,15.8,1.3,2.9,43.9,76.9,77.5,1.9,4,13.3,4.8,5.2,0.6,0.3,9.8,7.7,96.4,97.3,0.2,26.8,6.6,61.9,18.7,11.4
RIGHTCARE HEALTH SERVICES,806,13,1,0,0,1,7.7,100,0,0,2.8,3.2,2.6,1.9,3.8,3.3,0.2,41.2,47.7,0.3,11,0.8,231299,17792.2,0,0,27.1,15.9,6.3,2.1,64.8,91.7,94.9,2.2,2.8,21.4,3.8,4.4,1.7,1.8,22.1,20.5,99.5,98,0,15,5.5,1.4,26.5,11.4
BHI SENIOR LIVING,80,9,3,0,0,0,0,0,88.9,11.1,4,3.9,3.8,4.2,4.9,4.1,1.4,43.3,29,0.3,1,0.1,20826,2314,0,0,22.1,13.7,0.5,3.8,65.2,86.1,96.2,1.5,2.1,5.1,5.6,1.7,0.3,1.2,19.7,15.3,97.4,99,0,27.9,8.6,8.2,21.1,10.3
SUNTERRA SPRINGS,499,4,2,0,0,0,0,100,0,0,3.5,2.8,3.3,4.8,4.3,3.7,1,66.2,61.4,0.5,15,3.8,125444,31361,2,0.5,28.3,10.4,0.8,1.6,77.2,80.5,95.2,,,,,,,,,,,,,,,,,10.3
HEALTH CARE MANAGEMENT GROUP,254,5,2,0,0,0,0,100,0,0,3,2.8,2.8,3.8,3.8,3.4,0.5,50.7,52.9,0.2,5,1,28517,5703.4,0,0,24.4,18.3,0.5,0.5,40.6,82.8,83.3,1.7,2,13,3.8,3.4,0.1,0.1,5.9,5.5,99.1,94.9,0,22.1,9.5,11.3,26.3,10.4
STELLAR HEALTH GROUP,694,7,2,0,0,0,0,100,0,0,2.7,2.7,2.9,2.9,4,3.5,0.8,48.9,51.8,0.7,10,1.4,625763,89394.7,0,0,25,15.3,1.6,2.5,52,75.6,89.9,1.9,1.9,18.7,5,2.9,2.4,0.6,16,18.4,93.3,97.7,0.1,23.6,6.3,24.8,13.7,10.2
CARING HEALTHCARE GROUP,113,14,1,1,0,1,7.1,64.3,7.1,28.6,3,3,1.9,3.8,3.8,3.2,0.4,51.3,49.5,0.1,20,1.4,600082,42863,0,0,24.7,15.5,1.3,2,55.3,95,94.5,2.4,2.3,10.8,1.4,2.3,0.2,0,8.7,14.1,99,99.4,0,4.2,1.7,2,15.1,11.2
DAVID JOHNSON,851,47,2,0,1,4,8.5,100,0,0,3.2,2.7,3.3,4.3,4.3,3.9,0.5,33.9,36.5,0.4,31,0.7,628261,13367.3,4,0.1,24.1,9.9,1.6,0.9,68.7,95.7,97.2,2.4,1.5,8.8,1.2,4.5,0.5,0.4,6.3,8.2,98.3,98.1,0,7.6,2.7,8.9,12.1,10.6
PREMIER HEALTHCARE OF ILLINOIS,410,3,2,0,0,0,0,100,0,0,2.3,2.3,1.7,2.7,3,2.6,0.6,46.6,45.2,0.7,6,2,183765,61255,0,0,15.4,12.9,2.2,1.6,22.6,60.3,72.9,2,2.1,31,2.7,5.3,0.1,0.4,12.2,12.3,96.2,91.2,0,24.6,5.1,85.7,28.6,10.7
STELLAR SENIOR LIVING,491,7,1,0,0,2,28.6,100,0,0,2,1.9,2.7,3.3,3.2,2.8,0.7,48.6,35.9,0.7,13,1.9,354866,50695.1,2,0.3,13.6,15.4,2.7,3.8,41.6,74.4,75.7,1,1.1,24,3.4,3.6,2.2,0.9,21,21.6,95.4,96.6,0,20.7,6.2,13.6,15.3,10
THE BLOSSOMS REHAB & NURSING CENTER,505,24,1,0,0,2,8.3,100,0,0,2.5,2.6,2.3,3,3.3,2.9,0.3,59.2,63.4,0.4,11,0.5,269793,11241.4,0,0,27.5,17.2,2.2,4,56.5,77.7,79.7,2.1,2.9,20.5,3.1,5.5,0.8,0.5,7.7,8.4,95.6,94.1,0,11.4,6.1,0.4,25.3,11.2
PRIME HEALTHCARE MANAGEMENT,421,5,1,0,1,2,40,100,0,0,1.4,2.2,1,2,3.2,2.9,0.3,67.5,68.5,1.4,2,0.4,174821,34964.2,5,1,27.5,8.3,0,12.6,59.2,68.3,64.5,2.3,2.8,21.6,5.2,4.3,2.3,1.1,22.8,24.5,84.8,82.8,0.4,13.5,6.5,7.9,28.4,11
SEKY HOLDING CO.,468,9,1,0,0,0,0,100,0,0,2.4,3,4.1,1.1,4.4,4,0.8,46,37.6,0,5,0.6,118884,13209.3,2,0.2,23.5,21.5,4.2,5.2,32.8,87,92.5,2.3,5,25.9,4.1,9.1,2.6,1.5,14.8,15.2,98.8,98.7,0,19.7,8.9,6.2,37.1,11.5
NHS MANAGEMENT,372,43,3,0,0,2,4.7,100,0,0,2.9,2.7,3.7,3.5,3.9,3.3,0.6,50.3,48.5,0.5,6,0.1,190965,4441,2,0,25.3,11.9,1.5,3,58.5,78.7,88.1,1.9,1.7,20.6,3,6.1,1.3,0.5,8.2,9,93.8,93.2,0,8.4,4.3,1.1,23.5,10.7
NORBERT BENNETT & DONALD DENZ,771,25,6,0,0,2,8,96,4,0,1.6,1.9,2.2,2.3,3.5,2.9,0.3,56.8,53,1,44,1.8,1548216,61928.6,10,0.4,27.9,13,3.1,2.5,43,69.1,81.9,2.5,2.5,25.1,2.5,6.8,1.2,0.8,15.4,14.9,89.6,91.3,0.9,13.6,4.9,1.2,23.1,10.9
