Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
National,"",14717,53,86,442,1536,10.4,73.7,19.8,6.4,3,2.8,2.9,3.6,3.9,3.4,0.7,46.4,43.6,0.5,14333,1,470837676,32014.53,2583,0.2,23.8,12,1.5,2.5,54.2,79.7,81.7,1.9,1.8,16.7,3.3,5,1.7,1,16.5,14.9,95.5,93.4,0.1,19.8,5.4,11.4,19.6,10.8
"603 HEALTHCARE",826,7,2,0,0,0,0,100,0,0,2,2.6,2.1,1.9,3.4,3,0.7,51.4,57.3,0.4,4,0.6,58370,8338.57,0,0,26.5,14.4,2.4,4.8,52.1,86.5,86.2,1.8,2.2,20.3,4.7,5.1,2.8,2.1,17.5,20.2,96.8,98.1,0.1,22.4,4.8,24.7,19.8,10.9
"ABBY GL, LLC",1,6,1,0,0,0,0,100,0,0,2.2,2,3.7,4.2,4.3,3.9,0.5,34.8,28.9,0.2,5,0.8,282460,47076.67,5,0.8,24.4,14,1.3,0.6,49.8,99.2,99.8,2.5,2,14.2,1.6,3.9,0.1,0,6.6,5.7,100,100,0.1,4.2,3.1,7.4,17,11.1
"ABRAHAM BAK & MENACHEM GASTWIRTH",4,16,1,0,0,2,12.5,93.8,0,6.3,2.4,2.3,3.1,3.3,4.6,4.1,0.5,34.5,39.7,0.2,12,0.8,313628,19601.75,2,0.1,26.1,8.9,4.3,0.7,51.4,97.7,98.3,2.8,1.4,18,1.6,5.7,1.3,0.6,9.4,13.4,99.6,99.8,0,10.8,4.2,20.6,15.4,11.1
"ABRAHAM SMILOW",808,7,1,0,0,2,28.6,100,0,0,1.4,1.7,2.4,2.9,3.3,3.1,0.5,49.5,54.7,0.6,6,0.9,321678,45954,0,0,23.9,10.4,1,4.2,40.9,50.3,58.7,1.3,1.3,21.5,2.7,5.6,2,1.6,27.4,24.6,79.2,80.5,0,26.7,7.7,8.7,21.9,11
"ABSOLUT CARE",6,5,1,0,0,0,0,100,0,0,3.6,3.6,2.8,3.8,3.5,2.9,0.4,47.8,37.6,0.8,0,0,0,0,0,0,21,8.4,1.4,3.7,62.5,79,75.8,1.3,1.4,23.2,3.6,4.1,0.9,0.3,13.6,14.6,92.8,94.6,0,18.5,5.6,3.8,22.5,11
"ACCELA HEALTHCARE",733,4,2,0,0,1,25,100,0,0,2.5,2.5,2,3,3.2,3,0.3,66.4,56.4,0.8,7,1.8,69735,17433.75,0,0,19.5,9.6,1.6,1.7,62.2,51.8,34.2,1.7,1.1,11.5,2,5.4,1.1,0.4,8.7,10.3,82.4,70.7,0,21.6,5.4,18.3,17.8,10.3
"ACCOLADE HEALTHCARE",7,6,1,0,0,1,16.7,100,0,0,2.7,3,1.5,3.2,3.6,3.3,0.6,49,44.4,0.3,13,2.2,350612,58435.33,2,0.3,30.4,14.8,1.1,2,58.8,82.4,83.1,1.8,1.9,11.1,2.7,6.4,0.1,0.5,17.5,16.4,95.4,97,0,24.3,9.6,41.5,17.1,11.7
"ACCURA HEALTHCARE",8,37,4,0,0,2,5.4,100,0,0,2.4,2.3,3.1,2.8,3.6,3.1,0.7,42.9,47.2,0.9,23,0.6,543065,14677.43,8,0.2,19.5,17.4,2.3,0.8,56.7,73.6,83.2,1.7,2.9,21.7,3.7,4.2,2.5,1.7,22.5,21.4,95.8,90.2,0,27.8,6,4,21.2,10.5
"ACTS RETIREMENT-LIFE COMMUNITIES",9,26,9,0,0,1,3.8,0,100,0,4.8,4.3,4.7,4.6,4.3,3.9,1.3,24.2,29.3,0.3,2,0.1,33770,1298.85,0,0,23.6,12.5,0.8,2.9,65.4,96.5,92.4,1.6,1.2,10.7,3.5,6,2.7,1.9,14.4,16,97.7,95.8,0,20.2,4.6,0.2,17.7,11.3
"ADAMS COUNTY MEMORIAL HOSPITAL",10,8,1,0,0,0,0,62.5,25,12.5,2.6,2.5,3.1,3.9,4,3.5,0.8,45.4,38.6,0.3,2,0.3,114339,14292.38,1,0.1,20.9,6.5,1.5,0.8,52.1,76.1,81.8,1.7,0.9,12.1,4.9,4.9,3,1.2,26.1,25.1,95.4,95,0,27.2,4.4,10.5,23.8,10.6
"ADVANCED HEALTH CARE",11,26,11,0,0,1,3.8,100,0,0,4.7,4.1,4.3,4.8,5.7,4.8,1.7,44.3,42.3,0.4,33,1.3,287401,11053.88,1,0,21.4,9.2,0.4,1.6,62.3,91.2,95.3,"","","","","","","","","","","","","","","","",10.3
"ADVANCED HEALTH CARE MANAGEMENT",12,6,2,0,0,0,0,100,0,0,3.3,3.3,3.7,3.5,4,3.2,0.5,38.8,40.3,0.2,2,0.3,19357,3226.17,0,0,25.4,9.8,1.4,2.7,62.9,94.6,97.7,2.4,2.4,13.5,2.9,6.8,1.4,1.2,20.6,17.9,99.8,100,0.1,18.2,2.9,0.3,28.3,11.9
"ADVANCED HEALTHCARE SOLUTIONS",13,30,1,0,0,2,6.7,56.7,0,43.3,3.2,2.9,2.1,4.2,3.1,2.8,0.4,46.8,49,0.6,41,1.4,1621921,54064.03,1,0,26.4,14.4,1.1,1.2,67.7,88.8,93.1,2,2.3,9.2,3.5,3.8,0.2,0.2,13.9,13.9,98.4,97.5,0,14.2,2.9,2.6,19.2,10.6
"ADVENA LIVING COMMUNITIES",832,6,1,0,1,1,16.7,100,0,0,1.5,1.8,1.8,1.7,3.2,2.8,0.4,66.5,75.7,2.4,10,1.7,421903,70317.17,2,0.3,27.8,19.3,6.6,1.3,45.4,45.7,64.2,2.4,2.1,34.9,2.2,5.6,3.2,1.5,22,21.3,96.1,88,0,17.5,4,3.1,32.6,11.1
"ADVENTIST HEALTH",671,5,1,0,0,0,0,20,80,0,3.8,3.8,3.4,4,5.8,5.1,1.6,39,39.3,0.3,2,0.4,123442,24688.4,2,0.4,19.5,8.3,2.9,0.3,50.4,97.4,82.9,1.6,1.7,16.6,1.9,4.2,3.1,5.1,11.3,13.9,96,99.1,0.2,10.2,5.1,1,17.6,11.5
ADVINIACARE,16,10,3,0,0,3,30,100,0,0,1.9,2.1,2.1,2.9,3.5,3.2,0.6,41,51,0.9,21,2.1,1248719,124871.9,1,0.1,31.3,13.5,1.7,3.7,55.4,80.4,71.8,1.8,1.7,18.6,5.8,5.2,2.6,1,21.2,21.6,95.2,91.4,0,24.1,6.3,21.8,19,10.5
"AHAVA HEALTHCARE",17,15,3,0,0,2,13.3,93.3,0,6.7,2.5,2.6,1.9,3.1,3.9,3.4,0.4,54.6,62.5,0.3,8,0.5,410796,27386.4,2,0.1,26,15.8,0.7,1.8,47.4,80.4,75.5,1.8,1.9,14.8,2.7,5.6,1.3,0.9,17.9,14.6,95.5,92.1,0.3,19.8,5.7,6.7,30.1,10.9
"AHMC HEALTHCARE",18,5,1,0,0,0,0,100,0,0,3,2.8,3.2,3.8,6.7,6.1,2.1,17.9,19.8,"",5,1,57352,11470.4,3,0.6,27.7,10.6,1.5,1.1,53.2,72.2,71.1,2.7,1.2,8.6,1.3,8.3,2.5,7,11.8,11.5,86.3,95.7,3.1,3.1,6.9,0.1,8.5,10.4
"AJC HEALTHCARE",616,14,1,1,0,5,35.7,100,0,0,2.2,2.2,2.2,3.6,4.1,3.8,0.3,49.8,57.3,0.9,9,0.6,872231,62302.21,4,0.3,24.4,14.3,1.3,1.1,47.3,87.6,89.3,2,2.6,13.3,2.2,3.3,0.9,0.3,11.1,9.7,99,98.4,0,15.4,4.1,9.9,17.1,11.1
"AKIKO IKE",582,7,3,1,0,0,0,100,0,0,3.8,3.2,4.3,4,4,3.5,0.8,38.1,38.4,0.5,5,0.7,456257,65179.57,3,0.4,19.5,8.4,3.6,1.8,58.7,75.8,80.8,1.7,1,22.5,3.6,4.2,1.2,0.9,16.9,19.5,96.6,95.1,0,28,6.2,2.6,19.2,11.2
"ALARIS HEALTH",20,7,1,0,0,0,0,100,0,0,2.9,2.6,3.9,4.1,4.3,3.8,0.9,41.8,47.6,0.9,3,0.4,168435,24062.14,0,0,27.6,6,1.5,2.6,52.5,83.3,85.6,2.7,1.2,14.1,1.5,9.9,1.2,1.3,12.8,12.6,97.2,95.3,0,8.4,3.8,0.9,18.8,11
"ALIYA HEALTHCARE",663,9,1,0,0,2,22.2,100,0,0,2.9,2.7,1.3,4.6,3.1,3,0.6,47.9,52.8,1.1,23,2.6,1330037,147781.89,12,1.3,24.7,10.7,1.6,1.3,62.3,52.1,55.6,1.6,1.2,23.5,1.7,5.7,0,0,7.6,6.3,87.1,76.7,0,20.7,7.3,94.3,12.3,10.6
"ALLAIRE HEALTH SERVICES",21,20,4,0,4,6,30,100,0,0,2.3,2,2.6,4.1,3.8,3.3,0.6,55.5,53.2,0.6,25,1.3,1985695,99284.75,7,0.4,24.3,10.8,1.1,2.5,68,72.5,75,2.1,1.7,17.4,3.1,5.8,0.6,0.3,7.1,7.1,96.3,93.5,0.1,20,5.8,17.6,20.5,11.1
"ALLEGIANT HEALTHCARE",22,3,2,0,0,1,33.3,100,0,0,1.7,2.3,2,3.7,3.8,3.3,0.5,74.9,83.3,1.3,3,1,46015,15338.33,0,0,25,6.6,0,2.7,55.6,79.6,84.3,2.2,2,10.8,1.5,5.3,0.4,4.1,17.9,12.5,98.9,95.9,0,22.3,2.4,2.9,19.6,10.5
"ALLIANCE HEALTH & HUMAN SERVICES",23,8,1,0,0,0,0,12.5,87.5,0,3.8,3.8,3.5,3.6,3.9,3.4,0.6,38.8,46.1,0.3,4,0.5,74381,9297.63,0,0,27.6,10.9,1.1,2.4,52.9,90.6,91.8,1.7,1.3,16.8,3,3,2.9,1.3,19.1,19.1,96.8,96.1,0,14.6,3.1,2.4,16.7,11.9
"ALLIANCE HEALTH GROUP",714,10,1,0,0,2,20,100,0,0,1.3,1.6,1.8,1.6,3.4,3.1,0.4,55.5,57,0.9,27,2.7,968566,96856.6,5,0.5,25.3,13.2,2.8,5.4,43.9,61.6,61.4,1.8,1.5,22.6,2.9,7.6,1.9,1,33.5,27.9,80.3,84.4,0,26.8,7.9,2.8,24.1,10.6
"ALLURE GROUP",734,6,1,0,0,0,0,100,0,0,4,3,3.2,5,3.8,3.3,0.7,29.9,39.3,0.2,0,0,0,0,0,0,21.3,7.8,0.9,2.1,67.5,76.9,80.8,1.6,0.9,9.2,1.7,8.9,0.5,0.1,7.9,11.4,94.1,95.5,0,13.8,5.5,10.3,9.4,8.9
"ALLURE HEALTHCARE SERVICES",25,15,1,0,0,6,40,100,0,0,2.6,3.1,1.8,2.5,3.6,3.3,0.6,42.7,45.4,0.7,17,1.1,859940,57329.33,6,0.4,22.4,20,1.8,4.6,33.5,54.3,68.3,1.7,2.6,21.7,3.6,4.2,3.8,1.5,22.9,21.1,90.6,91.7,0,26.5,5.7,68.6,24,10.8
"ALPHA SNF MA",680,5,1,0,0,1,20,100,0,0,1.6,1.4,1.8,3,3.5,3.2,0.5,"","","",14,2.8,220480,44096,1,0.2,22.8,13.2,1.1,2.9,54,45,58.8,1.9,1.7,23.9,2.5,4.4,1,1,26.9,26.8,93.6,93.5,0,20.6,6.9,6.6,21,10.4
ALTERCARE,26,22,1,0,0,1,4.5,100,0,0,3.3,2.7,2.1,4.7,3.6,3.1,0.7,56.9,49.2,0.6,8,0.4,560910,25495.91,4,0.2,23.9,13.1,0.8,1.2,60.3,70.2,66.9,1.6,1.5,6.7,4.4,3.4,0.8,0,5.2,5.1,92.6,89,0,20.6,5.4,23,26.7,11.1
"AMA HOLDINGS",27,14,1,0,2,3,21.4,100,0,0,1.7,2.1,1.4,2.2,3.5,3,0.4,63.9,66.5,0.8,20,1.4,819032,58502.29,6,0.4,27,13.9,2.5,4.8,45,43.6,45.4,2.1,1.9,16.5,3.8,4.9,1.1,0.4,22.3,19.4,83.5,77.5,0,23.1,2.4,61.5,21.7,10.7
"AMBASSADOR HEALTH",28,4,2,0,0,0,0,100,0,0,3.8,3.8,3.8,3.3,5.1,4.4,1.1,32.4,35.1,0,0,0,0,0,0,0,27.4,14,2,0.6,63.4,86.2,91.7,2,2.2,16.6,3.8,2.1,3.1,0.6,13.3,17.7,95.7,87.1,0.6,21.3,3.3,1.9,23.7,10.3
"AMERICAN BAPTIST HOMES OF THE MIDWEST",29,6,5,0,0,1,16.7,16.7,83.3,0,2.3,1.8,4,4.2,4.2,3.8,0.8,58.3,50.1,0.3,5,0.8,92391,15398.5,2,0.3,14.2,15.5,1.3,0.8,56.9,89.3,91.3,1.3,1.5,19.5,3.5,4,1.8,0.8,25.9,26,97.3,98.8,0,29.9,3.5,2.6,9.7,10.8
"AMERICAN HEALTH COMMUNITIES",30,5,1,0,0,0,0,100,0,0,2.4,2.4,1.8,2.6,3.7,3.3,0.6,47.6,46.3,0.6,3,0.6,415052,83010.4,1,0.2,27,14,1.2,3.1,40.5,79.3,82.2,2,1.7,25.5,3.1,5.4,2.3,0.8,15.7,15.7,96.1,82.7,0.2,20.1,4.7,31.8,47.2,11.2
"AMERICAN HEALTH FOUNDATION",31,6,2,0,0,1,16.7,0,100,0,2.5,2.5,2.7,2.8,3.7,3.3,0.7,63,44.7,0,5,0.8,428246,71374.33,0,0,26.2,11.3,2,4.6,39.5,62.9,66.5,1.7,1.3,10.9,2.5,3.8,1,0.7,19.5,12.7,91.1,86.8,0,24.2,5.5,5.6,22.1,10.6
"AMERICAN SENIOR COMMUNITIES",33,91,1,0,1,3,3.3,45.1,23.1,31.9,3.8,3.4,2.1,4.7,3.5,3,0.6,44.7,39.7,0.3,7,0.1,127411,1400.12,1,0,22.2,9.5,1,2.6,47,87,86.3,1.4,1.4,10.4,3.6,3.9,0.8,0.2,7,6.4,97.5,95.1,0.1,20.9,4.2,32.8,23.4,10.7
"AMERICARE SENIOR LIVING",34,23,2,0,0,1,4.3,100,0,0,3.6,3.6,3.3,3.1,3.7,3.2,0.5,48.5,42.8,0.4,9,0.4,255985,11129.78,0,0,25.8,14.9,1.1,1.6,58.3,74.3,88.4,2.1,2.5,22.7,4.4,5.3,2.5,2,17.1,16.8,95.5,97.7,0,22.8,7.5,1.6,24.7,10.8
"ANEW HEALTHCARE",35,5,3,0,2,2,40,100,0,0,1,1.2,1.4,2.2,3,2.8,0.5,56.1,60,2,9,1.8,255457,51091.4,2,0.4,20.1,5.8,2.1,2.6,34.2,51.6,32.4,1.7,1.4,28.6,2.3,4.6,2.6,1.4,33,30,84.1,66.2,0,25.4,3,24.9,23.7,10.3
"ANTHONY & BRYAN ADAMS",36,38,2,0,0,0,0,100,0,0,3.8,3.4,3,4.4,3.9,3.2,0.4,53.5,43.4,0.5,12,0.3,271326,7140.16,1,0,28.4,13.7,0.5,3.3,66.9,77.4,82.7,2,1.9,5.6,3.9,3.7,0.6,0.3,12,9.6,97.1,97.5,0,13.6,3.1,0.6,15.7,10.9
"AOM HEALTHCARE",37,20,1,0,3,2,10,100,0,0,2.7,2.2,2,4.6,3.3,2.9,0.5,62,64.2,0.9,16,0.8,623944,31197.2,7,0.4,22.2,13.8,1.2,2.5,54.4,79.8,86.1,1.6,2,14.5,2.9,3.3,0.2,0,4.7,3.5,96,94.3,0,17.3,5,27,30.7,11.2
"APERION CARE",38,33,2,1,3,10,30.3,100,0,0,2,2.2,1.7,3.3,3.1,2.7,0.6,47.5,44.6,0.5,67,2,2502242,75825.52,19,0.6,28.1,11.1,2.2,2.2,38.2,42.7,48.1,1.9,1.5,35,2.4,4.8,0.4,0.5,13.4,9.9,88.4,85.1,0.1,22.5,5.6,78.4,17.9,10.7
"APPLE REHAB",39,20,2,0,0,4,20,100,0,0,2.1,2.2,2.7,2.5,3.3,3,0.6,41.4,40.5,0.7,22,1.1,632582,31629.1,3,0.2,28.1,12.8,1.8,2.9,53.7,50.2,47,2.3,1.7,20.9,3.5,4.8,2.1,1.9,22.2,22,89.5,79.5,0,22.7,7.2,9.2,18.4,10.5
"ARABELLA HEALTHCARE MANAGEMENT",633,12,2,0,1,3,25,100,0,0,2.8,2.5,2.7,3.7,3.3,2.9,0.6,63.3,63.5,1.2,16,1.3,326740,27228.33,3,0.3,27.5,14.4,2.9,2.7,55.4,77.1,91.6,1.8,1.5,22.4,2.5,6,0.8,0.6,9.8,6.4,95.4,92.8,0.1,13,5.4,1.5,18.1,11.1
"ARBOR CARE CENTERS",40,9,1,0,0,0,0,88.9,0,11.1,2.3,2.7,1.9,2.4,3.5,3.1,0.6,63.2,67.7,1.2,0,0,0,0,2,0.2,15.8,8.2,1.8,3.9,41.6,52.8,65.5,1.7,1.7,26.2,4.5,4.3,2.3,2.3,22.2,21.7,93,87.5,0,26.1,6.3,1.5,23.7,10.9
"ARBORETA HEALTHCARE",618,8,2,1,0,1,12.5,100,0,0,2.3,2.6,1.7,2.9,3.5,3,0.7,76.3,78.7,2.6,8,1,347319,43414.88,4,0.5,16.2,12.8,1,1.8,68.4,92.1,80.1,1.5,3.1,27.6,2.7,4.1,2.3,3,25.9,25.3,96.7,93.4,0.1,26.8,7.4,3.3,23.3,11.1
"ARBORS AT OHIO",41,16,1,0,0,2,12.5,100,0,0,2.3,2.1,2.7,3.9,3.8,3.3,0.7,52.8,48.4,0.8,20,1.3,707340,44208.75,6,0.4,25.8,13,1.8,2.2,47.1,69.4,68.3,1.8,1.9,13.6,3.1,4.5,0.5,0.2,7.4,4.6,95.9,94,0,20.4,6.2,2.2,31.6,10.8
"ARCADIA CARE",42,21,2,2,1,10,47.6,95.2,4.8,0,1.8,2,1.3,2.9,2.9,2.6,0.4,48.6,44.7,1.4,47,2.2,3232464,153926.86,27,1.3,22.1,17.7,1.2,2.6,37.7,59.9,63.3,1.8,3.2,19.3,2.7,3.3,1.1,0.9,20,16.3,91.7,84.2,0,23.5,9.5,76.3,19.4,10.8
ARCHCARE,43,7,1,0,0,1,14.3,14.3,85.7,0,3.7,3,2.6,5,3.3,2.8,0.8,36.3,43.1,0.4,0,0,0,0,0,0,19.1,7.3,1.8,0.5,79.7,76.3,72.9,1.5,1.2,10,2.3,4.1,0.6,0.2,9,9.5,94.8,88.4,0,18.5,5.9,22.7,13.1,10.4
"ARIA HEALTHCARE",818,5,1,0,1,0,0,100,0,0,2.2,2.4,2,2.6,3.9,3.1,0.7,59.5,61.9,0.6,10,2,553382,110676.4,3,0.6,29.4,13.8,1,5.1,56.3,74.5,87.3,2.1,3.2,15.3,2.7,6.5,3.2,1.3,17.5,11.9,94.5,93.8,0,25.6,7.7,4.8,19,11.5
ARISTACARE,45,9,2,0,0,1,11.1,100,0,0,2.6,2,2,4.1,3.8,3.4,0.5,44.6,56.6,0.7,7,0.8,368935,40992.78,0,0,25.6,9.1,1.6,1.6,59.7,63.6,52.5,2.4,1.2,15.5,1.7,7,0.4,0.3,5.8,5.4,95,68.7,0.5,15,3.8,13.6,17.2,11.3
"ARK POST ACUTE NETWORK",827,4,3,0,1,0,0,100,0,0,1.3,1.5,2,1.8,3.9,3.5,0.3,60.9,61.9,1,6,1.5,824932,206233,4,1,28.1,14.1,2.5,2.3,39.8,45.4,60.8,3.1,3.7,19.2,1.5,10.1,2.4,1.8,29,21.8,81.6,73.6,0.4,20.4,2.8,1,14.4,10.2
"ASBURY COMMUNITIES",47,7,3,0,0,1,14.3,14.3,85.7,0,4.1,3.9,3.4,4.7,4,3.6,0.8,41.3,32.9,0.4,5,0.7,23604,3372,0,0,20.6,7.1,1.2,2.2,56,95.3,94.7,1.5,0.7,13.5,3.9,3.7,0.9,0.1,15.1,12.3,99.5,95.8,0,24.7,5.3,5.5,22.8,10.4
"ASCENSION LIVING",48,19,9,0,0,0,0,15.8,84.2,0,2.6,2.5,3.2,3.3,4.1,3.7,0.8,52.4,48.2,0.9,21,1.1,991468,52182.53,13,0.7,24,12.4,0.8,2.5,55.3,72.6,73.7,2.1,1.8,14.1,4.7,5.7,1.7,0.4,21.6,19.1,95.6,87.7,0.1,20.6,5.5,8.2,15.9,10.9
"ASCENT HEALTHCARE MANAGEMENT",799,6,1,0,0,0,0,100,0,0,2,2.2,2.3,1.8,3.2,2.9,0.4,60.2,51.2,0.2,9,1.5,295562,49260.33,1,0.2,24.1,15.3,4.8,7.3,41.6,67.1,66.5,1.6,1.4,23.3,4,7.3,4.1,0.7,14.1,12.9,87.3,88.3,0,24.2,9.6,1.4,30.5,10.8
"ASCENTRIA CARE ALLIANCE",49,5,2,0,0,0,0,0,100,0,4,3.8,4,3.8,4.3,3.6,0.6,37.4,41.2,0.2,1,0.2,56940,11388,0,0,26.2,12.3,1,1.1,61.6,77.5,75.4,2,1.4,16,2.3,5,1.2,0.1,15.3,17.5,91.6,80.8,0.2,22.9,6.6,1.4,17.9,10.3
"ASPEN SKILLED HEALTHCARE",50,34,2,0,0,0,0,100,0,0,3.5,2.9,3.4,4.5,4.3,3.9,0.7,41.5,36.8,0.3,41,1.2,748725,22021.32,4,0.1,23.6,11.3,0.8,1,54.5,95.7,98.4,2.4,1.7,7.8,1.7,3.9,0.7,0.8,10.7,9.2,98.7,99.7,0.2,13.7,2.4,4.4,10.3,10.7
"ASPIRE SENIOR LIVING",51,14,1,0,0,3,21.4,92.9,7.1,0,2.5,2.8,1.9,3.1,3.2,2.8,0.4,62.1,62.5,0.9,7,0.5,270054,19289.57,4,0.3,24.1,14.9,4.1,2.6,64.8,62.7,67.1,2.1,1.9,20.7,3.2,4.3,3.8,1.5,21.6,18.3,91.8,85.7,0,17.5,3.9,6.2,29.4,11.5
"ASTON HEALTH",800,30,1,0,0,2,6.7,100,0,0,2.5,2.5,1.8,3.9,3.3,3.1,0.4,53.8,60.3,0.9,28,0.9,599054,19968.47,0,0,24.6,9.2,1.4,2.7,45,91.8,89.7,1.7,1.1,14.9,2.6,5.7,0,0.1,9.4,9,99.8,94.3,0,18.6,7.5,1.7,17.8,11.1
"ATHENA HEALTHCARE SYSTEMS",52,24,3,0,2,4,16.7,100,0,0,1.7,1.8,2.8,2.7,3.2,2.9,0.5,31.1,37.2,0.7,30,1.3,1518289,63262.04,7,0.3,26,12.9,2.3,1.6,46.4,65.1,71.5,2,1.8,32,3.7,3.8,1.8,1,17.8,16.3,89.7,91.9,0,24.3,5.2,10.2,26.9,11
"ATIED ASSOCIATES",53,13,3,0,0,2,15.4,100,0,0,2.5,3,1.9,2.8,3.4,2.9,0.7,46.5,45.8,0.4,10,0.8,428684,32975.69,9,0.7,25.8,13,1.5,3,34.8,68.4,61.5,1.9,2,27.4,3.5,6.1,1.5,1.9,14,10.8,95.9,88,0,13.9,7.2,64.5,17.2,11.3
"ATLAS HEALTHCARE",598,28,4,0,1,1,3.6,96.4,3.6,0,3.8,3.3,2.4,4.4,3.7,3.3,0.5,45.3,43.8,0.7,23,0.8,1550271,55366.82,1,0,25.5,9.1,1.1,2,57.5,79.5,78.7,1.6,1.2,14.4,3.2,4.4,1,0.4,11.1,9.5,95.5,90.2,0,25,4.4,18.4,19.2,10.7
"ATRIUM CENTERS",54,26,4,0,0,2,7.7,100,0,0,3.2,2.8,3.3,3.9,3.4,3,0.7,48.1,43.8,0.8,15,0.6,981659,37756.12,6,0.2,25.3,13.3,1.2,3.6,54.2,76,75.8,1.8,2.5,14.2,3.1,4.8,2.1,0.9,10.3,10.2,95.9,93,0,10.6,6.2,4.7,17.2,10.9
"ATRIUM HEALTH",55,6,1,0,0,0,0,16.7,83.3,0,3.5,3.2,3.5,3.8,4.3,3.8,1.2,39.8,39.8,0,4,0.7,26991,4498.5,0,0,21.2,9.3,0.8,4.8,48.9,90.6,83.7,2,1.9,6.1,2.3,7.6,3.2,0.7,20.8,19.3,96.5,70.5,0.2,26.7,5,2.9,19.2,10.2
"AUGUST HEALTHCARE",833,5,1,0,0,0,0,100,0,0,3,3.2,2.4,2.2,3.5,3.2,0.5,52.8,49.7,0.4,4,0.8,46368,9273.6,0,0,23.1,14.1,1.8,5.7,50.2,40.1,44.7,2,2,16.4,2.2,8.5,2.1,0.9,29.4,17.3,83.3,75.6,0,21.5,5,9.9,20,12.1
"AUTUMN LAKE HEALTHCARE",56,60,5,0,0,6,10,100,0,0,2.8,2.6,2.5,3.9,3.6,3.3,0.5,44.9,40.4,0.2,51,0.9,1025642,17094.03,2,0,23.5,10.8,1.3,2.5,56.8,88.3,89.6,1.6,1.3,15.7,1.7,5.7,0.8,0.4,21.5,19.7,98.4,98.2,0,24.5,5.8,23.2,15.6,11.6
"AVALON HEALTH CARE",57,13,5,0,0,0,0,92.3,0,7.7,3.6,3,4.2,4.1,4.7,4.2,1,39.2,41.8,0.3,9,0.7,265696,20438.15,0,0,18.8,15.1,1.5,1.1,52.4,92.1,90.3,1.2,1.5,10.3,3.1,4,1.8,0.6,19.1,14.7,97.8,98.1,0,22.7,3.3,7.9,19.4,10.4
AVAMERE,58,33,2,0,1,3,9.1,100,0,0,2.9,2.5,3.8,3.6,4.8,4.2,0.7,39.4,44.3,0.8,27,0.8,1076145,32610.45,4,0.1,22.5,14.8,1.3,2.2,54.8,85.9,90.6,1.5,2,14.6,2.4,6.1,1.7,1.3,22.6,14.9,96.4,96.7,0,21.7,5.6,13,11.7,9.7
"AVANTE CENTERS",59,11,1,0,0,1,9.1,90.9,9.1,0,2.7,2.5,2.5,3.8,3.5,3.3,0.5,46.4,47,1.5,4,0.4,97809,8891.73,1,0.1,25.7,11.2,1.2,2.6,49.3,94.3,89.9,2,1.1,6.2,2.1,7,0.1,0.2,7.6,4.6,100,98.1,0,11.4,7.1,4.8,8.3,10.3
"AVARDIS HEALTH",843,14,4,0,1,3,21.4,100,0,0,2.1,2.1,2.3,3.1,3.2,2.8,0.5,53.4,57.1,0.8,12,0.9,278345,19881.79,2,0.1,22.9,12.1,1.9,6.2,54.6,82.3,84.4,1.5,1.7,20.5,4.1,5.3,1.2,0.4,14.6,13.7,98.2,93.9,0,24.5,7.4,3.2,25.8,11
