Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
KINDRED HEALTHCARE,300,4,4,0,0,0,0.00,100.0,0.0,0.0,3.3,3.0,3.0,3.0,6.4,5.6,2.0,38.6,38.5,0.3,1,0.3,64799.00,16199.75,0,0.0,18.4,10.7,2.6,4.9,48.7,93.5,97.1,1.19,1.20,13.7,0.5,22.6,2.2,5.4,19.4,20.7,97.9,99.5,0.0,3.5,7.0,1.2,40.1,12.2
BENEDICTINE HEALTH SYSTEM,75,23,4,0,0,2,8.70,4.3,95.7,0.0,3.1,2.9,4.0,2.7,3.9,3.4,1.0,47.8,33.4,0.7,23,1.0,591270.00,25707.39,5,0.2,23.3,14.9,1.7,3.3,59.9,91.9,91.7,1.57,2.04,18.9,3.7,6.1,2.5,1.2,25.3,24.1,97.2,97.0,0.0,25.9,4.2,3.5,15.8,10.2
JAG HEALTHCARE,289,10,1,0,0,0,0.00,90.0,0.0,0.0,3.3,3.0,2.0,4.6,3.4,2.9,0.4,37.8,35.6,0.6,1,0.1,130240.00,13024.00,1,0.1,32.9,9.8,1.8,1.0,42.2,78.6,80.4,1.77,2.06,11.8,2.9,1.7,1.0,0.2,6.4,6.3,98.3,89.8,0.2,13.4,6.7,46.5,41.7,10.0
AVANTE CENTERS,59,11,1,0,0,1,9.09,90.9,9.1,0.0,3.1,2.6,2.6,4.0,3.6,3.3,0.5,46.7,50.5,1.4,4,0.4,124157.00,11287.00,1,0.1,26.6,11.4,1.0,2.9,50.7,94.3,89.5,2.10,1.12,3.5,2.3,7.3,0.1,0.2,9.3,5.6,100.0,97.4,0.0,13.3,6.4,3.2,9.2,10.3
HELIA HEALTHCARE,263,13,2,0,0,2,15.38,100.0,0.0,0.0,2.4,2.9,1.4,2.8,2.9,2.6,0.5,49.0,37.8,0.3,21,1.6,1017542.00,78272.46,8,0.6,22.7,18.4,2.9,1.9,47.6,76.0,76.2,1.88,2.68,12.2,3.3,4.6,1.5,1.2,21.9,18.2,97.6,95.8,0.2,17.6,4.9,24.5,23.9,11.2
MIDWEST HEALTH,350,10,2,0,0,0,0.00,100.0,0.0,0.0,3.3,3.3,3.8,2.9,4.0,3.5,0.8,48.2,43.2,0.3,5,0.5,77335.00,7733.50,0,0.0,27.5,17.2,1.8,5.5,48.3,78.9,83.4,2.14,2.56,12.2,2.9,4.2,2.6,1.6,13.6,14.8,95.0,93.3,0.0,26.1,3.6,1.2,19.7,11.7
ERICKSON SENIOR LIVING,756,17,10,0,0,1,5.88,23.5,76.5,0.0,4.3,3.6,4.8,4.0,4.8,4.3,1.2,34.7,33.4,1.0,27,1.6,323600.00,19035.29,1,0.1,21.8,7.7,1.6,2.7,49.8,92.3,83.0,1.36,0.73,14.2,4.3,6.0,2.0,1.0,28.1,22.2,96.7,92.0,0.0,19.8,3.7,1.0,18.6,10.7
THE SHERMAN FAMILY,781,7,2,0,1,1,14.29,100.0,0.0,0.0,2.9,2.7,1.7,3.7,3.2,2.8,0.4,46.0,36.7,1.0,4,0.6,95926.00,13703.71,0,0.0,21.9,10.2,1.5,2.1,53.2,82.2,83.4,2.08,1.09,7.7,2.2,6.2,1.0,0.7,18.0,14.7,94.5,96.8,0.0,16.2,5.2,23.1,9.9,10.7
JONATHAN BLEIER,765,18,4,0,1,2,11.11,100.0,0.0,0.0,2.6,2.3,3.3,3.7,3.6,3.2,0.5,46.7,40.1,0.2,16,0.9,568654.00,31591.89,0,0.0,23.8,8.8,1.7,1.9,55.8,82.4,79.2,1.84,1.02,15.1,3.0,4.3,0.9,0.5,16.1,15.9,98.4,94.3,0.0,18.3,6.0,2.1,17.9,10.7
ARBOR CARE CENTERS,40,9,1,0,0,0,0.00,100.0,0.0,0.0,2.6,2.9,2.4,2.6,3.5,3.1,0.5,63.0,65.2,0.8,0,0.0,0.00,0.00,1,0.1,17.0,7.4,1.8,2.8,39.3,52.8,63.7,1.66,1.68,22.3,4.1,4.4,2.0,2.4,23.6,23.2,93.0,88.6,0.0,25.5,5.2,1.6,23.5,10.9
ADVANCED HEALTH CARE,11,26,11,0,0,0,0.00,100.0,0.0,0.0,4.9,4.3,4.4,4.8,5.7,4.7,1.7,44.4,40.9,0.4,27,1.1,161893.00,6475.72,0,0.0,21.9,9.1,0.4,1.9,63.1,91.1,94.5,,,,,,,,,,,,,,,,,10.2
RIGHTCARE HEALTH SERVICES,806,13,1,0,0,2,15.38,100.0,0.0,0.0,2.5,2.8,2.7,1.8,3.7,3.2,0.3,41.7,55.1,0.8,15,1.2,319307.00,24562.08,0,0.0,28.0,14.7,6.3,2.2,68.9,91.7,95.1,2.33,2.81,19.3,4.1,4.5,2.0,1.9,29.2,23.5,99.5,97.9,0.0,17.6,5.9,0.9,26.5,11.4
SUMMIT HEALTHCARE CONSULTING,796,9,1,0,0,1,11.11,100.0,0.0,0.0,3.1,3.7,1.4,2.8,3.1,2.7,0.4,36.7,36.2,0.7,7,0.8,154494.00,17166.00,1,0.1,22.8,14.5,2.5,3.5,39.1,76.9,80.7,1.78,3.59,13.5,4.7,4.7,0.9,0.6,18.2,12.2,96.4,96.8,0.2,28.0,9.2,25.6,18.2,11.4
SUNTERRA SPRINGS,499,4,2,0,0,0,0.00,100.0,0.0,0.0,3.8,3.3,2.5,4.8,4.3,3.7,0.8,63.4,47.8,0.5,16,4.0,157056.00,39264.00,2,0.5,25.6,11.5,0.8,1.9,70.0,80.5,84.2,,,,,,,,,,,,,,,,,10.3
TEXVET,503,9,1,0,0,1,11.11,55.6,0.0,44.4,3.3,2.7,3.6,4.6,3.8,3.3,0.5,45.4,53.2,0.7,11,1.2,541120.00,60124.44,1,0.1,12.4,8.0,5.0,6.1,43.1,69.3,68.2,1.29,1.41,9.5,4.0,2.9,0.7,0.7,15.8,16.3,97.5,90.0,0.0,21.9,3.1,0.5,16.5,10.4
HMG HEALTHCARE,272,33,2,0,2,3,9.09,97.0,0.0,3.0,2.9,2.7,1.9,4.3,3.4,2.9,0.4,54.0,50.8,0.5,50,1.5,1959882.00,59390.36,7,0.2,26.2,12.1,0.6,0.8,54.6,95.9,96.4,2.25,2.06,5.6,2.6,3.9,0.1,0.2,10.4,10.2,99.4,99.4,0.0,9.1,1.9,2.0,13.1,11.3
WESLEYLIFE,561,11,2,0,0,0,0.00,27.3,72.7,0.0,3.8,3.5,3.7,3.5,4.2,3.7,0.9,46.8,45.3,0.7,4,0.4,63880.00,5807.27,0,0.0,22.3,13.6,1.5,4.2,61.7,77.4,87.0,1.27,1.57,16.3,4.5,5.3,2.4,1.1,23.0,19.4,96.4,94.4,0.0,34.2,6.2,2.3,19.8,10.1
HEALTH CARE MANAGEMENT GROUP,254,7,2,0,0,0,0.00,100.0,0.0,0.0,3.4,3.3,2.6,4.0,3.9,3.4,0.5,50.9,44.5,0.6,7,1.0,65379.00,9339.86,0,0.0,28.4,15.5,0.7,1.3,45.9,85.3,89.8,2.15,1.89,12.0,5.0,2.5,0.0,0.0,5.9,4.0,99.1,98.2,0.0,21.0,8.0,14.4,27.8,10.2
STELLAR HEALTH GROUP,694,8,3,1,0,1,12.50,100.0,0.0,0.0,2.3,2.1,3.1,3.3,3.8,3.3,0.8,51.8,48.0,1.4,12,1.5,667576.00,83447.00,1,0.1,24.5,13.1,1.6,2.5,55.0,78.2,83.0,1.89,1.59,19.3,3.9,3.6,2.0,1.8,20.4,19.0,94.0,93.4,0.1,24.5,6.2,11.5,13.2,10.2
PREMIER HEALTHCARE OF ILLINOIS,410,3,2,0,0,0,0.00,100.0,0.0,0.0,2.3,2.7,2.3,1.7,3.5,3.1,0.8,52.9,39.9,1.3,8,2.7,201357.00,67119.00,2,0.7,21.9,14.1,3.2,2.7,25.7,60.3,83.2,2.70,2.58,23.3,3.9,5.7,0.3,0.6,24.6,19.5,96.2,93.9,0.0,23.5,5.6,88.1,23.3,10.7
TLC MANAGEMENT,520,20,3,0,0,0,0.00,60.0,35.0,5.0,3.8,3.3,2.9,4.6,3.9,3.3,0.6,44.8,35.1,0.2,4,0.2,39980.00,1999.00,0,0.0,24.7,10.2,0.9,2.1,69.9,81.0,82.4,1.60,1.31,8.8,3.3,4.9,0.8,0.7,13.6,9.4,98.1,96.7,0.0,25.9,6.5,9.3,20.5,10.6
STELLAR SENIOR LIVING,491,9,2,0,0,3,33.33,100.0,0.0,0.0,2.2,2.1,2.8,3.4,3.3,2.9,0.6,51.2,52.2,0.1,20,2.2,389343.00,43260.33,3,0.3,17.4,13.7,1.8,3.4,52.6,75.6,75.2,1.02,1.61,21.2,3.8,5.4,1.9,0.8,24.1,22.0,93.4,91.2,0.0,24.4,5.9,8.7,12.6,10.0
INTEGRITY HEALTHCARE COMMUNITIES,652,5,1,0,1,1,20.00,80.0,20.0,0.0,2.0,2.6,2.0,1.8,3.4,2.8,0.5,57.6,64.5,0.5,2,0.4,275154.00,55030.80,2,0.4,23.3,15.0,1.9,1.0,40.8,69.3,59.0,2.29,3.68,16.6,6.0,1.8,2.3,4.4,25.6,19.6,93.6,87.6,0.0,23.1,7.1,43.8,32.2,10.9
PRIME HEALTHCARE MANAGEMENT,421,11,1,0,1,0,0.00,100.0,0.0,0.0,1.6,2.1,1.4,1.8,2.7,2.3,0.4,65.3,66.8,0.8,7,0.6,78891.00,7171.91,8,0.7,28.9,16.0,0.4,5.5,50.9,65.3,76.7,2.30,2.90,21.3,6.0,5.7,4.2,2.5,20.9,20.3,89.6,92.7,0.0,15.9,8.6,12.4,24.9,10.7
EL DORADO NURSING AND REHABILITATION,609,6,1,0,0,1,16.67,100.0,0.0,0.0,1.5,1.8,1.2,4.2,3.0,2.6,0.3,51.5,45.6,0.5,6,1.0,221302.00,36883.67,1,0.2,23.2,8.7,2.4,1.5,57.7,62.8,59.2,1.83,1.27,10.2,1.4,4.5,0.6,0.2,13.8,14.7,92.3,88.1,0.0,21.3,4.9,33.7,20.3,10.6
SEKY HOLDING CO.,468,9,1,0,0,0,0.00,100.0,0.0,0.0,2.6,3.1,4.0,1.3,4.5,4.0,0.8,44.0,33.5,0.0,5,0.6,124736.00,13859.56,2,0.2,24.6,17.5,4.3,4.2,38.4,87.0,91.7,2.18,4.24,24.3,3.6,9.6,2.6,1.3,18.1,15.8,98.8,97.4,0.0,20.4,9.0,3.8,36.6,11.5
NHS MANAGEMENT,372,43,3,0,0,1,2.33,100.0,0.0,0.0,2.6,2.6,3.5,3.2,4.0,3.3,0.5,51.8,47.8,0.4,15,0.3,553259.00,12866.49,2,0.0,24.1,10.0,1.8,3.4,52.5,78.7,84.5,1.99,1.78,20.3,3.0,7.7,1.8,1.0,12.9,12.1,93.8,91.4,0.0,10.0,5.3,0.9,23.9,10.7
PROGRESSIVE QUALITY CARE,427,11,1,0,1,3,27.27,100.0,0.0,0.0,2.5,2.0,2.0,4.5,3.6,3.2,0.7,55.5,48.0,0.4,11,1.0,232069.00,21097.18,2,0.2,26.9,13.4,0.6,2.8,57.3,67.5,78.4,2.01,1.94,8.3,3.4,4.3,0.2,0.1,6.5,5.8,95.6,94.4,0.0,24.3,5.3,27.0,22.5,11.8
PARAGON HEALTHNET,395,11,1,0,0,0,0.00,100.0,0.0,0.0,4.4,4.2,2.3,4.4,3.9,3.3,0.8,32.2,38.6,0.7,0,0.0,0.00,0.00,0,0.0,17.4,7.3,1.6,1.4,61.3,91.0,92.5,1.59,1.06,12.3,2.7,7.7,0.5,0.4,12.5,15.4,97.7,97.8,0.1,9.8,5.5,40.3,18.7,10.3
SENIOR LIFESTYLE,621,2,2,0,0,0,0.00,100.0,0.0,0.0,4.0,3.5,4.5,4.0,4.2,3.8,1.4,35.8,28.1,0.0,2,1.0,42026.00,21013.00,0,0.0,22.3,9.9,1.0,5.1,55.7,86.8,93.8,2.76,0.77,9.8,3.6,5.2,0.0,1.5,28.6,20.7,91.9,97.6,0.0,29.4,6.7,2.4,6.3,9.4
ALLURE GROUP,734,6,1,0,0,0,0.00,100.0,0.0,0.0,4.3,3.3,2.8,5.0,3.8,3.4,0.7,30.3,40.1,0.3,0,0.0,0.00,0.00,0,0.0,19.4,8.5,0.9,2.1,65.7,76.9,81.8,1.50,0.86,6.6,1.6,9.2,0.5,0.1,11.6,14.8,94.1,95.6,0.0,14.1,5.7,10.0,9.5,8.9
AVIR HEALTH GROUP,719,54,1,0,3,11,20.37,87.0,0.0,13.0,2.3,2.2,1.7,3.9,3.2,2.8,0.3,61.9,63.4,0.8,117,2.2,4870665.00,90197.50,10,0.2,25.6,13.2,1.0,2.3,55.2,86.9,90.2,2.08,2.37,6.9,2.9,4.4,0.3,0.2,12.0,14.8,97.6,96.7,0.0,10.8,2.9,2.3,25.0,11.5
ALLURE HEALTHCARE SERVICES,25,15,1,0,0,4,26.67,100.0,0.0,0.0,2.7,3.0,2.0,2.5,3.8,3.5,0.6,42.3,47.2,0.4,15,1.0,824052.00,54936.80,6,0.4,23.5,17.7,1.7,4.5,36.0,54.3,66.5,1.75,2.29,21.7,3.9,4.4,4.0,1.4,22.6,19.5,90.6,91.7,0.0,27.4,5.7,68.0,24.0,10.8
PREFERRED CARE,409,13,2,0,0,0,0.00,100.0,0.0,0.0,3.6,3.2,2.8,4.2,3.9,3.4,0.6,49.6,44.5,0.2,6,0.5,302436.00,23264.31,1,0.1,26.3,10.0,0.8,1.1,71.4,92.5,94.4,2.35,1.09,9.1,2.0,4.7,1.5,0.4,9.9,8.9,98.7,99.4,0.0,17.1,4.1,11.9,19.2,10.4
MAXIMUS HEALTHCARE GROUP,338,11,3,0,0,1,9.09,100.0,0.0,0.0,3.3,2.9,3.4,3.8,3.8,3.2,0.5,45.6,42.4,0.3,15,1.4,486778.00,44252.55,3,0.3,22.3,12.8,0.9,3.4,53.9,88.1,88.4,1.85,1.72,8.1,2.5,6.5,1.1,0.5,17.6,14.7,97.1,97.3,0.1,14.7,5.7,1.7,19.9,10.3
THE ROSENBERG FAMILY,685,10,3,1,0,0,0.00,100.0,0.0,0.0,2.6,1.9,4.0,4.0,3.8,3.3,0.6,43.8,38.2,0.0,10,1.0,870276.00,87027.60,1,0.1,23.7,10.4,1.6,2.8,54.5,78.5,82.8,2.26,1.46,10.5,2.4,4.2,0.9,0.4,6.9,8.2,94.7,92.3,0.1,15.2,5.3,10.9,23.4,11.1
LINKS HEALTHCARE GROUP,318,28,2,0,0,3,10.71,100.0,0.0,0.0,2.7,2.4,2.6,3.8,4.1,3.7,0.6,46.3,49.5,0.7,22,0.8,464008.00,16571.71,3,0.1,24.4,11.5,1.3,1.6,51.0,91.7,94.1,2.03,1.59,7.7,1.5,4.9,1.2,1.1,13.7,8.6,98.8,98.3,0.2,6.2,4.8,6.8,15.9,11.5
PAVILION HEALTHCARE,612,5,1,0,0,0,0.00,100.0,0.0,0.0,2.8,3.0,2.0,3.2,3.2,2.9,0.6,29.5,29.3,0.6,11,2.2,427926.00,85585.20,3,0.6,26.1,10.6,1.6,3.3,41.2,41.5,37.6,1.85,2.23,17.6,1.3,4.7,0.3,0.6,13.2,9.8,92.8,84.9,0.0,23.5,5.8,87.9,13.2,11.6
THE BEEBE FAMILY,779,48,2,0,1,2,4.17,100.0,0.0,0.0,2.7,3.0,3.1,1.8,3.9,3.2,0.4,50.2,34.0,0.3,43,0.9,781584.00,16283.00,3,0.1,27.0,14.1,2.8,3.9,49.0,82.7,88.1,2.57,2.85,20.5,3.7,6.8,3.4,1.7,24.2,21.0,96.8,93.5,0.1,22.6,4.9,1.0,22.4,11.3
NORTHWOOD HEALTHCARE GROUP,772,7,1,0,1,2,28.57,100.0,0.0,0.0,2.6,2.1,1.4,4.6,3.5,3.1,0.5,52.9,54.7,1.3,3,0.4,574369.00,82052.71,3,0.4,26.9,13.1,2.1,2.6,51.1,77.2,74.4,2.46,2.08,10.6,1.9,5.9,0.3,0.2,3.3,2.0,95.1,87.0,0.0,24.4,5.2,44.9,32.1,10.9
ALLIANCE HEALTH GROUP,714,7,1,0,0,1,14.29,100.0,0.0,0.0,1.3,1.6,1.6,1.7,3.4,3.1,0.3,57.7,60.8,0.7,19,2.7,490331.00,70047.29,3,0.4,23.4,15.0,3.5,3.0,44.4,66.1,64.2,1.97,1.80,13.9,2.5,7.6,1.6,1.4,35.8,29.2,87.9,92.4,0.0,26.8,8.1,1.9,25.6,10.4
HARBORVIEW HEALTH SYSTEMS,246,14,2,0,1,2,14.29,100.0,0.0,0.0,1.6,2.0,1.6,1.9,3.5,2.9,0.5,55.4,53.1,0.7,18,1.3,331980.00,23712.86,4,0.3,26.8,16.2,1.4,2.7,42.8,59.5,61.6,2.56,2.06,15.7,2.5,6.8,3.4,1.2,28.3,19.2,86.7,84.9,0.0,18.3,7.7,35.8,17.1,11.1
DYNASTY HEALTHCARE GROUP,649,5,1,0,0,1,20.00,100.0,0.0,0.0,3.0,2.6,2.2,3.6,2.9,2.6,0.7,62.4,71.9,1.2,9,1.8,234754.00,46950.80,1,0.2,29.5,16.5,1.8,1.2,48.8,84.8,87.1,1.45,1.39,6.4,2.7,4.8,0.5,0.7,15.1,16.9,97.9,98.8,0.0,13.1,4.4,2.8,16.2,11.4
PRUITTHEALTH,434,95,4,0,1,5,5.26,100.0,0.0,0.0,2.7,2.8,2.4,3.4,3.4,2.8,0.6,42.1,41.0,0.7,77,0.8,1259467.00,13257.55,10,0.1,24.7,12.3,1.6,2.8,46.4,91.6,92.0,1.87,1.55,15.0,2.9,6.6,2.2,1.0,15.9,12.8,95.6,96.8,0.0,14.0,4.8,3.4,18.9,12.4
ASPEN SKILLED HEALTHCARE,50,30,1,0,0,0,0.00,100.0,0.0,0.0,3.5,3.0,3.7,4.3,4.4,4.0,0.7,39.1,33.2,0.2,44,1.5,985366.00,32845.53,5,0.2,23.1,12.4,1.0,0.9,52.3,96.3,98.4,2.26,1.67,6.8,1.7,4.6,0.9,1.0,13.5,10.6,99.2,99.8,0.2,14.8,3.2,4.3,10.8,10.7
MAINE VETERANS' HOME,330,5,1,0,0,1,20.00,0.0,100.0,0.0,4.2,3.8,5.0,2.6,5.5,4.8,1.6,35.9,30.2,0.6,3,0.6,82599.00,16519.80,1,0.2,25.0,13.2,2.1,2.9,45.2,72.8,78.8,1.04,1.39,13.9,4.6,5.8,2.6,1.5,27.3,23.6,94.7,94.3,0.0,29.3,6.1,8.1,18.2,9.6
EMPIRE CARE CENTERS,202,17,1,0,0,1,5.88,94.1,0.0,5.9,1.6,2.1,1.3,3.1,3.3,2.9,0.4,54.5,54.3,0.8,23,1.4,440919.00,25936.41,5,0.3,27.0,9.8,1.6,2.5,52.2,76.5,79.6,1.91,1.33,11.5,2.7,6.8,1.1,0.9,27.0,19.6,91.2,81.0,0.0,26.1,7.4,3.2,13.5,12.0
COMMCARE CORPORATION,150,14,1,0,0,1,7.14,0.0,92.9,7.1,2.7,2.6,3.2,3.6,4.3,3.4,0.3,49.2,38.2,0.3,12,0.9,1154065.00,82433.21,4,0.3,24.5,13.6,1.1,2.5,56.2,95.1,96.0,2.64,2.19,9.8,3.4,5.4,1.1,0.4,17.1,14.8,99.0,97.8,0.0,15.3,4.6,0.7,23.1,11.5
CAVALIER HEALTHCARE,691,2,2,0,0,0,0.00,100.0,0.0,0.0,2.0,2.5,2.5,3.0,3.6,3.0,0.4,53.3,72.7,1.0,10,5.0,65153.00,32576.50,0,0.0,37.3,15.9,1.7,4.8,48.3,90.4,90.6,1.75,1.12,18.2,4.4,4.6,1.7,0.8,14.5,12.3,93.8,94.1,0.0,20.9,5.0,0.0,23.7,9.8
MARQUIS COMPANIES,335,16,3,0,0,2,12.50,100.0,0.0,0.0,4.1,3.6,4.4,3.4,5.1,4.5,0.8,45.1,40.1,0.2,2,0.1,27378.00,1711.13,0,0.0,21.3,9.4,1.1,4.0,56.8,80.7,87.6,1.36,1.89,14.0,2.6,11.1,2.5,2.7,27.9,20.0,92.6,94.7,0.3,22.2,7.4,4.0,11.4,9.6
AMERICAN HEALTH COMMUNITIES,30,9,1,0,0,0,0.00,100.0,0.0,0.0,2.7,2.8,2.2,2.8,3.8,3.2,0.5,47.1,37.4,0.2,5,0.6,435552.00,48394.67,1,0.1,25.3,15.3,1.2,3.7,50.3,85.4,85.5,2.08,1.32,24.3,2.6,5.3,2.6,1.1,17.2,14.2,95.7,88.3,0.1,22.2,6.0,26.8,50.1,10.8
ASBURY COMMUNITIES,47,7,3,0,0,0,0.00,0.0,100.0,0.0,4.0,3.7,3.7,4.1,4.0,3.6,0.9,41.3,34.5,0.3,5,0.7,23604.00,3372.00,0,0.0,21.4,8.4,1.4,2.6,57.9,95.3,95.2,1.60,1.06,12.8,3.8,3.9,1.2,0.0,21.0,15.4,99.5,96.7,0.0,25.0,6.6,5.8,21.8,10.4
WVU MEDICINE,571,6,2,0,0,0,0.00,33.3,66.7,0.0,4.2,4.3,3.5,3.2,7.1,6.4,2.6,34.3,33.7,1.0,1,0.2,21580.00,3596.67,0,0.0,23.8,8.9,1.0,2.6,44.4,91.3,82.5,2.93,2.04,14.5,5.1,4.6,1.6,3.9,35.9,31.1,99.0,91.2,0.0,24.1,9.2,0.1,19.9,10.7
IL & JOAN LEE,741,4,2,0,0,0,0.00,100.0,0.0,0.0,2.8,2.8,3.3,3.5,3.9,3.5,0.5,37.3,15.2,0.3,25,6.3,176692.00,44173.00,0,0.0,14.3,3.8,4.0,0.5,73.1,41.0,51.5,3.30,0.96,15.7,0.6,3.7,1.7,1.3,11.6,19.1,92.3,91.6,0.0,7.5,4.9,0.3,14.2,10.5
FOUNDATIONS HEALTH SOLUTIONS,225,63,1,0,0,0,0.00,98.4,0.0,1.6,3.9,3.9,1.9,4.3,3.5,3.2,0.6,42.2,38.5,0.4,43,0.7,313217.00,4971.70,1,0.0,26.4,13.6,0.9,2.6,44.4,81.3,81.4,1.71,1.71,8.8,2.4,4.0,0.1,0.1,4.9,4.5,95.1,94.7,0.0,18.0,5.5,43.7,27.7,10.9
ASCENTRIA CARE ALLIANCE,49,5,2,0,0,0,0.00,0.0,100.0,0.0,4.0,4.0,3.8,3.8,4.3,3.7,0.6,36.4,43.2,0.4,3,0.6,68091.00,13618.20,0,0.0,26.0,10.5,0.9,1.2,60.7,77.5,77.0,2.07,1.52,15.3,2.8,5.1,1.6,0.2,17.5,18.2,91.6,82.1,0.2,24.6,5.6,0.9,17.9,10.3
LIFESPACE COMMUNITIES,315,16,7,0,0,1,6.25,12.5,87.5,0.0,4.0,3.5,4.1,4.0,4.3,3.8,1.2,42.1,44.0,0.6,11,0.7,231137.00,14446.06,0,0.0,26.2,10.0,0.9,1.8,59.5,89.2,90.0,1.85,1.01,14.0,4.7,4.8,1.1,0.5,20.2,13.5,97.3,96.2,0.0,20.9,5.7,1.9,17.4,10.5
NEXT STEP HEALTHCARE,371,14,1,1,0,2,14.29,100.0,0.0,0.0,2.0,2.0,2.5,2.8,3.5,3.2,0.6,44.6,54.2,1.1,25,1.8,1383376.00,98812.57,0,0.0,25.0,12.7,1.2,3.0,40.5,73.1,62.5,2.14,1.90,25.5,3.3,6.4,2.1,1.5,10.6,10.5,97.8,90.5,0.2,25.2,5.7,17.5,20.1,11.3
VIA CHRISTI VILLAGES,825,2,2,0,0,0,0.00,0.0,100.0,0.0,4.5,4.5,3.5,3.0,4.0,3.6,0.8,51.2,50.0,0.0,1,0.5,14518.00,7259.00,0,0.0,22.4,18.6,0.2,3.6,57.5,86.0,80.2,1.17,1.49,13.9,5.0,6.1,3.5,0.2,25.6,25.7,98.0,97.8,0.0,30.7,4.1,7.5,21.9,10.7
JUCKETTE FAMILY HOMES,295,6,1,0,0,2,33.33,100.0,0.0,0.0,1.7,2.2,1.3,2.3,3.4,3.1,0.3,58.9,,2.0,4,0.7,378188.00,63031.33,2,0.3,27.4,18.9,3.4,2.5,54.4,98.9,94.9,1.91,2.96,26.6,3.6,2.6,3.4,2.3,14.0,19.2,95.0,99.5,0.1,18.3,4.8,5.2,28.4,11.6
RMG CAPITAL PARTNERS,793,9,1,1,2,4,44.44,100.0,0.0,0.0,2.8,2.5,2.8,3.1,4.0,3.8,0.3,33.6,47.9,,20,2.2,349001.00,38777.89,7,0.8,25.6,18.2,1.7,1.3,41.4,94.4,96.8,2.10,1.67,14.1,1.0,3.1,0.8,1.3,14.2,14.1,98.7,99.7,0.0,11.3,5.4,0.4,17.3,11.3
NEW YORK CITY HEALTH + HOSPITALS,368,5,1,0,0,0,0.00,20.0,0.0,80.0,4.2,3.6,4.4,4.6,4.9,4.0,1.6,25.6,30.1,0.2,1,0.2,26685.00,5337.00,0,0.0,16.6,7.0,1.8,1.9,46.8,81.7,74.0,1.29,0.62,5.7,1.4,11.3,1.2,0.4,12.7,11.5,98.3,94.5,0.9,13.3,3.9,3.0,4.2,9.8
PROVIDENCE HEALTH GROUP,431,3,2,0,0,0,0.00,100.0,0.0,0.0,3.0,3.3,3.0,3.0,4.0,3.4,0.8,43.8,50.0,0.3,0,0.0,0.00,0.00,0,0.0,24.7,11.9,0.4,2.3,45.0,82.0,83.6,2.83,2.62,11.5,6.3,4.6,2.3,0.2,18.3,11.5,99.5,98.2,0.0,22.5,9.1,2.3,43.0,11.6
P&M MANAGEMENT,655,5,1,0,1,2,40.00,100.0,0.0,0.0,2.4,2.6,1.8,3.6,4.3,3.9,0.4,54.7,71.0,1.4,5,1.0,130004.00,26000.80,1,0.2,26.2,10.3,6.3,0.8,56.3,97.5,98.7,2.45,1.72,18.6,1.2,6.1,0.6,1.5,15.8,13.6,99.8,99.9,0.2,10.2,3.1,12.6,26.1,11.1
HOMEWOOD RETIREMENT CENTERS,273,4,2,0,0,1,25.00,0.0,100.0,0.0,4.3,3.5,4.8,4.3,4.1,3.8,0.8,33.8,22.0,0.0,2,0.5,49709.00,12427.25,0,0.0,18.2,8.0,0.9,3.2,62.4,96.9,93.1,1.42,0.72,20.2,4.3,5.8,1.9,1.2,35.6,34.8,99.7,97.7,0.0,33.5,6.1,0.5,22.1,10.1
